pdf_index,ref,title,introduction
pdf172.pdf,https://arxiv.org/pdf/1212.3900.pdf,A Modern View of PLSA and discussion on EM Algorithm #L6.3,A Modern View of PLSA
pdf173.pdf,https://www.javatpoint.com/em-algorithm-in-machine-learning,Explanation of the EM algorithm and Convergence in the EM algorithm #L...,"The EM algorithm is considered a latent variable model to find the local maximum likelihood parameters of a statistical model, proposed by Arthur Dempster, Nan Laird, and Donald Rubin in 1977."
pdf174.pdf,http://www.columbia.edu/~mh2078/MachineLearningORFE/EM_Algorithm.pdf,Detailed Explanation of the EM Algorithm #L6.1,"The EM algorithm is used for obtaining maximum likelihood estimates of parameters when some of the data is
missing."
pdf175.pdf,https://ieeexplore.ieee.org/document/5279464,Application of PLSA to human actions,No Preview Available
pdf176.pdf,https://www.geeksforgeeks.org/introduction-hill-climbing-artificial-intelligence/,General hill climbing heurisitic #L6.2,No Preview Available
pdf177.pdf,https://www.javatpoint.com/em-algorithm-in-machine-learning,Algorithmic representation of EM algorithm #L6.1,No Preview Available
pdf178.pdf,https://en.wikipedia.org/wiki/Viterbi_algorithm,#L7.3 Viterbi algorithm pseudocode,"function VITERBI
(
���
,
���
,
Π
,
���
,
���
,
���
)
:
���"
pdf179.pdf,https://www.stat.cmu.edu/~cshalizi/dst/18/lectures/24/lecture-24.html,#L7.2 HMM calculation,Definition of HMMs
pdf180.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,A Gentle Introduction to Expectation-Maximization (EM Algorithm) #L6...,A Gentle Introduction to Expectation-Maximization (EM Algorithm)
pdf181.pdf,https://en.wikipedia.org/wiki/Expectation–maximization_algorithm,#L6.1 EM algorithm example,Expectation–maximization algorithm
pdf182.pdf,https://arxiv.org/abs/1204.5488,a statistical method for estimating the mixing proportion and unknow...,Estimation of a Two-component Mixture Model with Applications to Multiple Testing
pdf183.pdf,https://www.kdnuggets.com/2016/07/text-mining-101-topic-modeling.html,"Blog article on topic mining, related to Lecture #5.1",Topic modelling can be described as a method for finding a group of words (i.e topic) from a collection of documents that best represents the information in the collection. It can also be thought o...
pdf184.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,Viterbi Algorithm for #L7.3,No Preview Available
pdf185.pdf,https://u-next.com/blogs/data-science/hidden-markov-model/,The disadvantage of HMM for #L7.2,"Disadvantages

HMM cannot represent any dependency between the appliances. The conditional HMM can capture the dependencies, though.
HMM does not consider the state sequence dominating any given..."
pdf186.pdf,https://www.nature.com/articles/nbt1004-1315,HMM for #L7.1,No Preview Available
pdf187.pdf,https://www.cs.toronto.edu/~rgrosse/csc321/mixture_models.pdf,#L6.1,No Preview Available
pdf188.pdf,https://medium.com/analytics-vidhya/baum-welch-algorithm-for-training-a-hidden-markov-model-part-2-of-the-hmm-series-d0e393b4fb86,#Lec7 A brief introduction of Baum-Welch algorithm,No Preview Available
pdf189.pdf,http://www.phon.ox.ac.uk/jcoleman/old_SLP/Lecture_6/HMM_problems.htm,"#Lec7 The three problems associated with an HMM, and how to solve them...",No Preview Available
pdf190.pdf,https://en.wikipedia.org/wiki/Probabilistic_latent_semantic_analysis,Probabilistic latent semantic analysis wikipidia #L6.3,Probabilistic latent semantic analysis
pdf191.pdf,https://www.javatpoint.com/em-algorithm-in-machine-learning,General introduction of EM Algorithm #L6.1,EM Algorithm
pdf192.pdf,https://stats.stackexchange.com/questions/83387/why-is-the-expectation-maximization-algorithm-guaranteed-to-converge-to-a-local,Explaination of why EM alogorithm guaranteed to converge #L6.2,Why is the Expectation Maximization algorithm guaranteed to converge
pdf193.pdf,https://www.statlect.com/fundamentals-of-statistics/EM-algorithm,Detail description about EM algorithm #L6.1 #L6.2,EM algorithm
pdf194.pdf,https://www.analyticsvidhya.com/blog/2021/05/complete-guide-to-expectation-maximization-algorithm/,Guide to the EM algorithm. #L6.1,Expectation-Maximization Algorithm
pdf195.pdf,https://github.com/yedivanseven/PLSA,#L6.3,A python implementation of Probabilistic Latent Semantic Analysis
pdf196.pdf,https://stats.stackexchange.com/questions/45652/what-is-the-difference-between-em-and-gradient-ascent,#L6.2,What is the difference between EM and Gradient Ascent?
pdf197.pdf,https://www.jstor.org/stable/2240463?casa_token=nAHm_bGEFj8AAAAA:w9lb6tlt75CdD_Cdtw_IM0DcxCVakoHsQNVOycbs-W--NzI7LYEsc5F1VcFRqNCqzZU43eDG5zN9F9rCRJHmfTDKyDmaWuKg9Q3yG2sK3Hz5V0GjJp8,EM algorithm can converge to local maximum or stationary value of inco...,On the Convergence Properties of EM Algorithm.
pdf198.pdf,https://en.wikipedia.org/wiki/Expectation–maximization_algorithm,Concepts and a lot of information about EM-algorithm by WIKIPEDIA #L6....,Expectation–maximization algorithm
pdf199.pdf,https://en.wikipedia.org/wiki/Probabilistic_latent_semantic_analysis,Wikipedia page of PLSA for Lecture #6.3,Probabilistic latent semantic analysis
pdf200.pdf,http://www0.cs.ucl.ac.uk/staff/c.archambeau/publ/esann_ca03.pdf,#L6.2: Example of a Practical Issue with the Convergence of EM Algorit...,Convergence Problems of the EM Algorithm for Finite Gaussian Mixtures
pdf201.pdf,https://arxiv.org/pdf/2012.01031.pdf,#6.1 A interesting work implementing EM algorithm on knowledge graph r...,"We employ the variational EM algorithm
to optimize knowledge graph embedding and logic
rule inference alternately. In this way, our model
could combine efforts from both the knowledge
graph emb..."
pdf202.pdf,https://www.youtube.com/watch?v=AnbiNaVp3eQ,#L6.1: Some pros and cons of EM algorithm (from 10:45 in the video),#L6.1: Some pros and cons of EM algorithm
pdf203.pdf,https://medium.com/analytics-vidhya/viterbi-algorithm-for-prediction-with-hmm-part-3-of-the-hmm-series-6466ce2f5dc6,Introduction of Viterbi algorithm with HMM #L7.3,Viterbi algorithm for prediction with HMM
pdf204.pdf,https://en.wikipedia.org/wiki/Viterbi_algorithm,Viterbi algorithm wikipidia page #L7.3,Viterbi algorithm
pdf205.pdf,https://towardsdatascience.com/markov-and-hidden-markov-model-3eec42298d75,Detail explination about HMM #L7.2,Markov and Hidden Markov Model
pdf206.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,Hidden Markov model wikipidia page #L7.1,Hidden Markov model
pdf207.pdf,https://www.sciencedirect.com/topics/medicine-and-dentistry/hidden-markov-model,Background and basic introduction of HMM #L7.1,Hidden Markov Models
pdf208.pdf,https://www.cs.cmu.edu/~lemur/doxygen/lemur-3.1/html/PLSA.html,Implementation about PLSA #L6.3,Probabilistic Latent Semantic Analysis
pdf209.pdf,https://www.youtube.com/watch?v=vtadpVDr1hM,Useful youtube video about PLSA,Probabilistic Latent Semantic Analysis
pdf210.pdf,http://www.columbia.edu/~mh2078/MachineLearningORFE/EM_Algorithm.pdf,A detailed introduction to the em algorithm #L6.1,No Preview Available
pdf211.pdf,https://medium.com/technovators/topic-modeling-art-of-storytelling-in-nlp-4dc83e96a987,Covers PLSA (L#6.3) implementation in Python,Topic Modeling: Art of Storytelling in NLP
pdf212.pdf,https://handwiki.org/wiki/Probabilistic_latent_semantic_analysis,HandWiki entry for PLSA,#L6.3: Probabilistic latent semantic analysis
pdf213.pdf,http://csce.uark.edu/~lz006/course/2021fall/15-em.pdf,Slides from UArk for EM Algorithm,"L 6.1, 6.2: Expectation-Maximization (EM) Algorithm"
pdf214.pdf,https://engineering.purdue.edu/ChanGroup/ECE645Notes/StudentLecture10.pdf,Notes from Purdue University for the EM algorithm,"L6.1, 6.2: Expectation-Maximization Algorithm"
pdf215.pdf,https://en.wikipedia.org/wiki/Probabilistic_latent_semantic_analysis,Brief introduction of Probabilistic latent semantic analysis. Related ...,Probabilistic latent semantic analysis
pdf216.pdf,https://www.youtube.com/watch?v=xy96ArOpntA,#6.1 EM-algorithm clearly explained from its intuition to the derivati...,No Preview Available
pdf217.pdf,https://en.wikipedia.org/wiki/Probabilistic_latent_semantic_analysis,#L6.3 PLSA,No Preview Available
pdf218.pdf,https://www.analyticsvidhya.com/blog/2021/05/complete-guide-to-expectation-maximization-algorithm/,#L6.2 An explanation of EM algorithm,No Preview Available
pdf219.pdf,https://medium.com/mti-technology/n-gram-language-models-b125b9b62e58,#L6.1 EM algorithm in N-gram language models,"Expectation-maximization (EM) algorithm
If you were to look at resources for EM algorithm on the Internet, you’d get the impression that the algorithm is extremely complex. However, at the core of..."
pdf220.pdf,http://romip.ru/russiras/doc/russir2012/pgmir2.pdf,These slides explain EM algorithm on mixture models #L6.1,Unigram mixtures and the EM algorithm
pdf221.pdf,https://towardsdatascience.com/topic-modelling-with-plsa-728b92043f41,#L6.3 - Good explanation of PLSA with example,No Preview Available
pdf222.pdf,https://arxiv.org/pdf/1611.00519.pdf,#L6.2 - In-depth analysis of EM algorithm convergence,No Preview Available
pdf223.pdf,https://medium.com/@chloebee/the-em-algorithm-explained-52182dbb19d9,Has an example to describe how the EM algorithm converges #L6.2,No Preview Available
pdf224.pdf,http://www.mit.edu/~6.454/www_fall_2002/shaas/summary.pdf,#L6.1 - A detailed research of EM algorithm as a hill climbing algorit...,No Preview Available
pdf225.pdf,https://stephens999.github.io/fiveMinuteStats/intro_to_em.html,Goes over the formal definition of the EM algorithm #L6.1,No Preview Available
pdf226.pdf,https://github.com/hitalex/PLSA,#L6.3 Python implementation of PLSA,PLSA implementation via EM
pdf227.pdf,https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1268,#L6.1 Further explanation about lower bound optimization in EM,"The EM Algorithm As a Lower Bound Optimization
Technique"
pdf228.pdf,https://arxiv.org/pdf/1212.3900.pdf,Probabilistic Latent Semantic Analysis #L6.3,No Preview Available
pdf229.pdf,https://towardsdatascience.com/implement-expectation-maximization-em-algorithm-in-python-from-scratch-f1278d1b9137,Implement Expectation-Maximization Algorithm(EM) in Python from Scratc...,Implement Expectation-Maximization Algorithm(EM) in Python from Scratch
pdf230.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,EM algorithm mentioned in Lecture 6.1 and 6.2,No Preview Available
pdf231.pdf,https://towardsdatascience.com/topic-modelling-with-plsa-728b92043f41,This explains about PLSA #L6.3,Topic modelling with PLSA
pdf232.pdf,https://www.intechopen.com/chapters/79594,Introduce a fast computation of the EM Algorithm #L6.2,Fast Computation of the EM Algorithm for Mixture Models
pdf233.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,Introduction to EM Algorithm #L6.1,A Gentle Introduction to Expectation-Maximization (EM Algorithm)
pdf234.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,"Introduction to EM includes E, M step #L6.2","The EM algorithm is an iterative approach that cycles between two modes. The first mode attempts to estimate the missing or latent variables, called the estimation-step or E-step. The second mode a..."
pdf235.pdf,https://homepages.inf.ed.ac.uk/rbf/CVonline/LOCAL_COPIES/AV1011/oneata.pdf,Probabilistic Latent Semantic Analysis (PLSA) from a paper #L6.3,No Preview Available
pdf236.pdf,https://www.youtube.com/watch?v=i0yoNc6BLHM,Mixture of two Unigram Language Models from youtube video #L6.1,02 07 2 7 Probabilistic Topic Models Mixture of Unigram Language Models 00 12 39
pdf237.pdf,https://www.lri.fr/~sebag/COURS/EM_algorithm.pdf,This explains the EM algorithm along with derivation and explains abou...,The Expectation Maximization Algorithm
pdf238.pdf,https://towardsdatascience.com/topic-modelling-with-plsa-728b92043f41,The article provides a summary of how the EM algorithm is applied to P...,No Preview Available
pdf239.pdf,https://www.mrc-bsu.cam.ac.uk/wp-content/uploads/EM_slides.pdf,This explains more about EM algorithm #L6.1,EM ALGORITHM
pdf240.pdf,https://www.cis.upenn.edu/~cis2620/notes/Example-Viterbi-DNA.pdf,#7.2 viterbi algorithm,No Preview Available
pdf241.pdf,https://en.wikipedia.org/wiki/Hidden_Markov_model,def of hmm #7.1,No Preview Available
pdf242.pdf,http://www.columbia.edu/~mh2078/MachineLearningORFE/EM_Algorithm.pdf,This paper consists of examples and explanation of EM algorithm covere...,No Preview Available
pdf243.pdf,https://towardsdatascience.com/topic-modelling-with-plsa-728b92043f41,#L6.3 Topic modelling with PLSA,PLSA or Probabilistic Latent Semantic Analysis is a technique used to model information under a probabilistic framework. Latent because the topics are treated as latent or hidden variables.
pdf244.pdf,https://towardsdatascience.com/gaussian-mixture-models-and-expectation-maximization-a-full-explanation-50fa94111ddd,#L6.2 Guassian Mixture models and EM,"In this post, we will explain how latent variables can also be used to frame a classification problem, namely the Gaussian Mixture model (or GMM in short) that allows us to perform soft"
pdf245.pdf,https://towardsdatascience.com/expectation-maximization-explained-c82f5ed438e5,#L6.1 EM algorithm expalined in a simle understandable way,Expectation Maximization (EM) is a classic algorithm developed in the 60s and 70s with diverse applications.
pdf246.pdf,https://machinelearningmastery.com/expectation-maximization-em-algorithm/,#L6.1 An introduction of EM algorithm,A Gentle Introduction to Expectation-Maximization (EM Algorithm)
pdf247.pdf,https://homepages.inf.ed.ac.uk/rbf/CVonline/LOCAL_COPIES/AV1011/oneata.pdf,This article gives a small intro to the mathematics behidn the Probabi...,No Preview Available
